Metadata Item,Protocol Tier,Analysis Tier,Data Type,Schema Path,Source,Scope,Notes,Key by
ICP Tuning,Advanced,Editable,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:additionalProperty[schema:name='ICP Tuning'].schema:defaultValue,authored,,dual-home: procedure default + analysis-tier value,
ICP Tuning,Advanced,Editable,Text (free),$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:additionalProperty[schema:name='ICP Tuning'].schema:value,authored,,dual-home: procedure default + analysis-tier value,
Instrument Warm-up / Session Duration Limit,Advanced,Read-Only,Text (free),$MethodDefinition.schema:additionalProperty[schema:name='Instrument Warm up Session Duration Limit'].schema:value,authored,,procedure-level additional property,
Instrument Sensitivity,N/A,Advanced,Numeric + unit / Text,,module,module,covered by a composed module; the module owns the placement,monitored property
Ion Counter Dead Time,Basic,Editable,Numeric (ns),,module,module,covered by a composed module; the module owns the placement,monitored property
Counting Statistics Error,Advanced,Basic,Text (free),$MethodDefinition.ada:targetSpeciesTemplate.ada:targetSpeciesColumns[],authored,,"keyed-value column: the analyte table's rows carry member identity, so a field keyed 'sample > sampling unit x reported property' needs no member identifier in the path. Unanimous across the three siblings that place it (EPMA, SEM, SEM_Composition), same key",sample > sampling unit x reported property
Within-Session Analytical Precision and Assessment Method,Basic,Basic,Text (free),$MethodDefinition.ada:targetSpeciesTemplate.ada:targetSpeciesColumns[],authored,,"keyed-value column. Same 7-of-8 split as Between-Session, same outlier, same nearest siblings",standard x reported property
Mass Resolution Assignment,Basic,Read-Only,Text (free),$MethodDefinition.ada:monitoredPropertyTemplate.ada:monitoredPropertyColumns[],keyed,,new to Solution MC in the 2026-09 delivery (tapp f28188d). Keyed to channel per KEYED_BY_GRAMMAR SS3 and the field's own description: 'the assignment is per acquired mass rather than per element'. NOTE the SF sidecar has this on ada:targetSpeciesColumns[] as an inferred guess predating the Keyed By work - that row disagrees and is left for review.,acquisition pass
Collision/Reaction Gas Mixture Ratio,Advanced,Editable,Text (free),$MethodDefinition.ada:monitoredPropertyTemplate.ada:monitoredPropertyColumns[],authored,,"monitored-property column. CORRECTS an earlier branch-1 placement: I had reported that no 'defines: monitored property' row existed, but the definer is the composite 'defines: monitored property per target species' -- Monitored Masses here, per section 4 of Proposal_Monitored_Property_2026-09-10, which states the definer names stay technique-specific (Monitored Masses / Monitored Elements / EELS Edges) while the key stays uniform. Every table carrying these rows has that definer, authored and placed, so branch 1 never applied. channelColumns is where keyed_path routes 'channel', the former name of this key, and is the most-used placement for it in the corpus (45 rows)",monitored property
Reaction Product Ion / Mass-Shift Transition,Advanced,Read-Only,Text (free),$MethodDefinition.ada:monitoredPropertyTemplate.ada:monitoredPropertyColumns[],authored,,"monitored-property column. CORRECTS an earlier branch-1 placement: I had reported that no 'defines: monitored property' row existed, but the definer is the composite 'defines: monitored property per target species' -- Monitored Masses here, per section 4 of Proposal_Monitored_Property_2026-09-10, which states the definer names stay technique-specific (Monitored Masses / Monitored Elements / EELS Edges) while the key stays uniform. Every table carrying these rows has that definer, authored and placed, so branch 1 never applied. channelColumns is where keyed_path routes 'channel', the former name of this key, and is the most-used placement for it in the corpus (45 rows)",monitored property
Digestion Step,Basic,Read-Only,Text (free),$MethodDefinition.schema:actionProcess.schema:step[schema:name='Sample digestion'].schema:description,authored,,"definer for 'preparation step', placed exactly as Acquisition Pass was: the step's description. 'Sample digestion' is pinned by the three Solution profiles and by no other technique in the corpus -- the same three that carry Digestion Step -- so the step and the field were introduced for each other",defines: preparation step
Monitored Masses,Basic,Read-Only,Text (free),$MethodDefinition.ada:monitoredPropertyTemplate.ada:defaultMonitoredProperties[],authored,,"definer for the monitored-property domain, so it belongs in the member list. Of the five rival placements across the sidecars this is the only one that is a member list; Solution_Q-ICP-MS already uses it. The others -- analyteColumns, ada:massesMeasuredDefault, a Dataset additionalProperty, and one with a malformed '$.' root -- are consumer-shaped or broken",defines: monitored property per target species
Acquisition Pass,Basic,Read-Only,Text (free),$MethodDefinition.schema:actionProcess.schema:step[schema:name='Data acquisition'].schema:description,authored,,"definer: the Data acquisition step's description, per the settled mapping. Emits only when the cell has a value; empty in 56 of 57 publication columns, and an empty cell never reaches the emitter",defines: acquisition pass
Number of Acquisition Passes,Basic,Read-Only,Integer,$MethodDefinition.ada:numberOfAcquisitionPasses,authored,,"count of the passes enumerated in Acquisition Pass; keyed (none), so it needs no pass identifier and is placeable ahead of the rest of the pass family",
Doubly-Charged Species Monitor,Advanced,Editable,Text (free),$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:additionalProperty[schema:name='Doubly Charged Species Monitor'].schema:value,authored,,dual-home: procedure default + analysis-tier value,
Doubly-Charged Species Monitor,Advanced,Editable,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:additionalProperty[schema:name='Doubly Charged Species Monitor'].schema:defaultValue,authored,,dual-home: procedure default + analysis-tier value,
Doubly-Charged Species Production,Advanced,Editable,Text (free),$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:additionalProperty[schema:name='Doubly Charged Species Production'].schema:value,authored,,dual-home: procedure default + analysis-tier value,
Doubly-Charged Species Production,Advanced,Editable,Text (free),$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:additionalProperty[schema:name='Doubly Charged Species Production'].schema:defaultValue,authored,,dual-home: procedure default + analysis-tier value,
