Metadata Item,Protocol Tier,Analysis Tier,Data Type,Schema Path,Source,Scope,Notes,Key by
Double-Spike Mixing Ratio,Advanced,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='Double Spike Mixing Ratio'].schema:value,inferred,,path from owning module,
Double-Spike Mixing Ratio,Advanced,Editable,Text (free),$MethodDefinition.schema:additionalProperty[schema:name='Double Spike Mixing Ratio'].schema:defaultValue,inferred,,path from owning module,
Double-Spike Inversion Algorithm,Basic,Read-Only,Text (free),$MethodDefinition.schema:actionProcess.schema:step[schema:name='Data reduction'].schema:additionalProperty[schema:name='Double-Spike Inversion Algorithm'].schema:value,inferred,,path from owning module,
Age Calculation Method,Basic,Read-Only,Text (free),,module,,placement owned by Module Geochronology,reported property
Reported Date Type,Basic,Editable,Controlled list,,module,,"covered by Module_Geochronology. Was an inferred $Dataset.prov:wasGeneratedBy.schema:additionalProperty[...] against the module's four AUTHORED rows, two of which match the table's 'reported property' key. All three U-Pb consumers had the same inferred guess, which is agreement between guesses, not evidence.",reported property
Inherited or Initial Signal Correction,Basic,Editable,Text (free),,module,,placement owned by Module Geochronology,reported property
Inherited or Initial Signal Correction,Basic,Editable,Text (free),,module,,placement owned by Module Geochronology,reported property
Radiogenic Fraction of Measured Signal,N/A,Basic,Text (free),,module,module,covered by a composed module; the module owns the placement,reported property
Age Model,Basic,Editable,Text (free),,module,,placement owned by Module Geochronology,reported property
Age Model,Basic,Editable,Text (free),,module,,placement owned by Module Geochronology,reported property
Age Datum / Reference Epoch,Advanced,Basic,Text (free),,module,,placement owned by Module Geochronology,reported property
Age Datum / Reference Epoch,Advanced,Basic,Text (free),,module,,placement owned by Module Geochronology,reported property
Intermediate Daughter Disequilibrium Correction,Advanced,Read-Only,Text (free),$MethodDefinition.schema:actionProcess.schema:step[schema:name='Data reduction'].schema:additionalProperty[schema:name='Intermediate Daughter Disequilibrium Correction'].schema:value,inferred,,path from owning module,
Discordance Definition and Values,Advanced,Read-Only,Text (free),$MethodDefinition.schema:additionalProperty[schema:name='Discordance Definition and Values'].schema:value,inferred,,path from owning module,pair: reported property
Error Correlation Between Reported Quantities,Advanced,Basic,Numeric (dimensionless) / Text,$MethodDefinition.schema:additionalProperty[schema:name='Error Correlation Between Reported Quantities'].schema:defaultValue,inferred,,,pair: reported property
Error Correlation Between Reported Quantities,Advanced,Basic,Numeric (dimensionless) / Text,$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='Error Correlation Between Reported Quantities'].schema:value,inferred,,,pair: reported property
Constants and Reference Values Used,Basic,Editable,Text (free),$MethodDefinition.schema:actionProcess.schema:step[schema:name='Data reduction'].schema:additionalProperty[schema:name='Constants Reference Values'].schema:defaultValue,authored,,dual-home decision: protocol default,
Constants and Reference Values Used,Basic,Editable,Text (free),$Dataset.prov:wasGeneratedBy.schema:actionProcess.schema:step[schema:name='Data reduction'].schema:additionalProperty[schema:name='Constants Reference Values'].schema:value,authored,,dual-home decision: analysis-tier value,
Primary Calibration Standard Name,Basic,Editable,Text (free),,module,divergent,placement owned by Module CompositionQC,analyte
Primary Calibration Standard Name,Basic,Editable,Text (free),,module,divergent,placement owned by Module CompositionQC,analyte
Calibration Standard Measurement Frequency,Basic,Read-Only,Text (free),,module,shared,placement owned by Module ICPMS,
Secondary Reference Materials,Basic,Editable,Text (free),,module,divergent,placement owned by Module CompositionQC,defines: standard
Secondary Reference Materials,Basic,Editable,Text (free),,module,divergent,placement owned by Module CompositionQC,defines: standard
Detection Limit,Advanced,Basic,Numeric + unit / Text,,module,shared,placement owned by Module CompositionQC,reported property
Detection Limit,Advanced,Basic,Numeric + unit / Text,,module,shared,placement owned by Module CompositionQC,reported property
Detection Limit,Advanced,Basic,Numeric + unit / Text,,module,shared,placement owned by Module CompositionQC,reported property
Detection Limit,Advanced,Basic,Numeric + unit / Text,,module,shared,placement owned by Module CompositionQC,reported property
Detection Limit Method,Basic,Read-Only,Controlled list / Text,,module,shared,placement owned by Module CompositionQC,reported property
Detection Limit Method,Basic,Read-Only,Controlled list / Text,,module,shared,placement owned by Module CompositionQC,reported property
Limit of Quantification (LOQ) Method,Advanced,Basic,Controlled list / Text,,module,shared,placement owned by Module ICPMS,reported property
Within-Session Analytical Precision and Assessment Method,Basic,Basic,Text (free),$MethodDefinition.ada:analyteTemplate.ada:analyteColumns[],authored,shared,,standard x reported property
Between-Session (Long-Term) Analytical Precision and Assessment Method,Advanced,Basic,Text (free),$MethodDefinition.ada:analyteTemplate.ada:analyteColumns[],authored,shared,,standard x reported property
Analytical Accuracy and Assessment Method,Basic,Basic,Text (free),$MethodDefinition.ada:analyteTemplate.ada:analyteColumns[],authored,shared,,standard x reported property
Goodness-of-Fit or Dispersion Statistic,N/A,Basic,Text (free),,module,,"placement owned by Module Aggregation (reviewer's rule: dqv:hasQualityMeasurement by default, the reported-property variableMeasured list only when keyed and a reportedProperties list is defined)",reported property
Goodness-of-Fit or Dispersion Statistic,N/A,Basic,Text (free),,module,,placement owned by Module Aggregation,reported property
Additional Notes,Advanced,Advanced,Text (free),,module,shared,placement owned by Module Core,
Additional Notes,Advanced,Advanced,Text (free),,module,shared,placement owned by Module Core,
Mass Resolution Assignment,Basic,Read-Only,Text (free),$MethodDefinition.ada:analyteTemplate.ada:analyteColumns[],authored,shared,[not in current workbook],channel
Monitored Masses,Basic,Read-Only,Text (free),$MethodDefinition.ada:massesMeasuredDefault,authored,,dual-home decision: protocol default [not in current workbook],analyte
Monitored Masses,Basic,Read-Only,Text (free),$Dataset.prov:wasGeneratedBy.schema:additionalProperty[schema:name='Monitored Masses'].schema:value,authored,,tier rule: session parameter is an additionalProperty on the analysis,analyte
Instrument Sensitivity,N/A,Advanced,Numeric + unit / Text,,module,,placement owned by Module ICPMS,channel
Ion Counter Dead Time,Basic,Editable,Numeric (ns),$MethodDefinition.schema:additionalProperty[schema:name='Ion Counter Dead Time'].schema:defaultValue,inferred,,[not in current workbook],channel
Instrument Manufacturer,Basic,Read-Only,Controlled list,,flagged,,new in this revision (needs mapping),
Counting Statistics Error,Advanced,Basic,Text (free),,flagged,,new in this revision (needs mapping),sample > sampling unit x reported property
Internal (Within-Measurement) Analytical Precision and Assessment Method,Advanced,Basic,Text (free),,flagged,,new in this revision (needs mapping),sample > sampling unit x reported property
Collision/Reaction Gas Mixture Ratio,Advanced,Editable,Text (free),,flagged,,new in this revision (needs mapping),channel
Reaction Product Ion / Mass-Shift Transition,Advanced,Read-Only,Text (free),,flagged,,new in this revision (needs mapping),channel
